episode,timestep,reward
2770,2464000,184.0459
2772,2466000,176.1404
2775,2468000,47.342
2777,2470000,172.8784
2779,2472000,180.8103
2781,2474000,182.9977
2783,2476000,97.9853
2785,2478000,104.9339
2787,2480000,183.3187
2789,2482000,191.9379
2791,2484000,191.4139
2793,2486000,180.6765
2795,2488000,187.8269
2797,2490000,185.8481
2799,2492000,182.1404
2801,2494000,173.9935
2803,2496000,183.1834
2805,2498000,181.5576
2807,2500000,189.1059
2809,2502000,189.9247
2811,2504000,192.245
2813,2506000,129.409
2815,2508000,194.2038
2817,2510000,126.7078
2819,2512000,183.6079
2821,2514000,185.7741
2823,2516000,188.8409
2825,2518000,192.2355
2828,2520000,132.7851
2830,2522000,183.2089
2832,2524000,98.9139
2834,2526000,191.6403
2836,2528000,194.61
2839,2530000,95.8841
2841,2532000,196.2894
2843,2534000,189.5146
2845,2536000,183.6842
2847,2538000,193.4796
2849,2540000,188.9781
2851,2542000,188.5943
2853,2544000,184.0789
2855,2546000,190.5413
2857,2548000,190.6598
2859,2550000,192.9963
2861,2552000,186.8544
2863,2554000,169.571
2865,2556000,168.9706
2867,2558000,196.5105
2869,2560000,186.4686
2871,2562000,202.9671
2873,2564000,187.266
2876,2566000,101.3586
2878,2568000,180.4632
2880,2570000,195.5514
2882,2572000,199.2843
2884,2574000,189.138
2886,2576000,189.0226
2888,2578000,186.7033
2890,2580000,197.8753
2892,2582000,64.0631
2896,2584000,24.8788
2898,2586000,110.893
2900,2588000,195.1317
2903,2590000,106.2051
2905,2592000,195.6353
2907,2594000,61.3568
2910,2596000,115.6144
2913,2598000,58.2238
2915,2600000,115.2261
2917,2602000,199.1235
2920,2604000,40.6799
2922,2606000,193.1881
2924,2608000,189.9153
2926,2610000,128.6985
2929,2612000,120.052
2931,2614000,184.6864
2934,2616000,41.6601
2936,2618000,186.2102
2938,2620000,177.7363
2940,2622000,192.5244
2942,2624000,189.6521
2944,2626000,191.6273
2946,2628000,194.1262
2949,2630000,101.0826
2951,2632000,58.9496
2953,2634000,193.4378
2955,2636000,195.5669
2957,2638000,131.2687
2961,2640000,61.8099
2963,2642000,86.1478
2966,2644000,98.403
2968,2646000,185.3253
2970,2648000,195.1629
2973,2650000,-4.6179
2975,2652000,194.2034
2977,2654000,78.0585
2980,2656000,121.396
2982,2658000,123.7081
2984,2660000,196.033
2986,2662000,187.2436
2988,2664000,183.3149
2991,2666000,117.0442
2993,2668000,181.8843
2996,2670000,22.1889
2998,2672000,199.9034
3000,2674000,185.4091
3003,2676000,68.4951
3005,2678000,189.9377
3007,2680000,194.5659
3009,2682000,184.7222
3011,2684000,190.6045
3013,2686000,190.0653
3015,2688000,81.7018
3018,2690000,140.4767
3020,2692000,126.1993
3022,2694000,198.3751
3024,2696000,192.9095
3027,2698000,19.0338
3030,2700000,115.4894
3032,2702000,41.6382
3034,2704000,188.3229
3036,2706000,133.1997
3039,2708000,138.2988
3041,2710000,-9.8919
3043,2712000,193.3278
3046,2714000,100.9646
3048,2716000,179.8581
3051,2718000,122.9621
3053,2720000,186.9046
3056,2722000,68.8976
3058,2724000,-15.8791
3061,2726000,124.3694
3063,2728000,75.8203
3065,2730000,188.2063
3068,2732000,124.1248
3070,2734000,188.4973
3072,2736000,196.6523
3074,2738000,195.9562
3076,2740000,107.2645
3078,2742000,194.2946
3081,2744000,69.9729
3083,2746000,191.9668
3085,2748000,13.669
3087,2750000,197.899
3089,2752000,187.0437
3092,2754000,140.642
3094,2756000,101.7615
3096,2758000,178.3517
3098,2760000,194.7879
3100,2762000,190.9575
3103,2764000,50.7289
3105,2766000,196.2261
3107,2768000,198.4848
3109,2770000,199.6564
3111,2772000,64.1493
3113,2774000,194.9198
3115,2776000,198.0479
3118,2778000,114.7038
3120,2780000,98.3422
3122,2782000,189.1292
3124,2784000,182.7413
3126,2786000,182.8762
3129,2788000,87.7126
3131,2790000,188.5595
3133,2792000,186.9455
3135,2794000,185.4782
3137,2796000,189.4579
3139,2798000,181.3535
3141,2800000,122.778
3143,2802000,186.0777
3145,2804000,107.6716
3147,2806000,107.8855
3150,2808000,113.8474
3153,2810000,62.8657
3155,2812000,187.537
3157,2814000,134.6267
3159,2816000,8.4344
3161,2818000,190.9901
3163,2820000,113.2344
3166,2822000,139.3329
3168,2824000,174.2944
3170,2826000,108.5704
3172,2828000,181.5767
3174,2830000,178.2314
3176,2832000,192.1701
3178,2834000,191.2161
3180,2836000,193.9809
3182,2838000,89.6678
3184,2840000,126.1698
3187,2842000,118.9309
3189,2844000,186.2786
3191,2846000,182.9797
3193,2848000,122.4484
3195,2850000,193.825
3197,2852000,191.9499
3199,2854000,183.7859
3201,2856000,54.2711
3203,2858000,116.2782
3205,2860000,190.2972
3207,2862000,196.5948
3209,2864000,189.2647
3211,2866000,189.6345
3214,2868000,107.8409
3216,2870000,183.5785
3218,2872000,91.3031
3221,2874000,68.723
3223,2876000,185.1682
3225,2878000,192.6083
3227,2880000,185.9024
3229,2882000,186.2402
3231,2884000,120.2533
3234,2886000,100.5748
3236,2888000,93.7228
3238,2890000,183.2651
3241,2892000,86.7828
3243,2894000,98.7616
3246,2896000,67.2998
3248,2898000,120.0927
3250,2900000,190.3208
3254,2902000,16.1207
3256,2904000,103.9329
3258,2906000,193.4369
3261,2908000,97.2648
3263,2910000,187.8475
3265,2912000,116.6576
3267,2914000,92.9969
3269,2916000,192.9811
3273,2918000,21.9608
3275,2920000,108.4005
3277,2922000,185.7561
3279,2924000,184.1556
3283,2926000,-21.6703
3285,2928000,191.3113
3288,2930000,96.8749
3291,2932000,15.0906
3294,2934000,28.4145
3297,2936000,100.4544
3299,2938000,84.9755
3302,2940000,102.9592
3304,2942000,187.7833
3306,2944000,186.4538
3311,2946000,-8.205
3313,2948000,111.7895
3317,2950000,9.7348
3319,2952000,5.2865
3322,2954000,54.017
3324,2956000,186.4612
3327,2958000,105.0454
3330,2960000,39.6312
3332,2962000,125.6053
3334,2964000,185.5219
3336,2966000,129.4351
3338,2968000,187.7731
3340,2970000,193.4241
3343,2972000,47.5406
3345,2974000,185.8081
3347,2976000,118.1899
3349,2978000,176.9731
3351,2980000,192.7965
3353,2982000,135.7563
3355,2984000,193.7306
3358,2986000,126.3474
3361,2988000,20.662
3363,2990000,197.1252
3365,2992000,108.2252
3367,2994000,117.5098
3369,2996000,130.0011
3372,2998000,120.4382
3374,3000000,108.282
